timestamp,temperature,ph,turbidity,tds
1751892777,,,,
1751892778,,,23.478260040283203,
1751892778,,,23.478260040283203,
1751892779,,,23.478260040283203,
1751892779,,,23.478260040283203,
1751892780,,,23.478260040283203,
1751892780,,,23.478260040283203,
1751892781,,,22.60869598388672,
1751892781,,,23.478260040283203,
1751892782,,,23.478260040283203,
1751892782,,,23.478260040283203,
1751892783,,,23.478260040283203,
1751892783,,,23.478260040283203,
1751892784,,,23.478260040283203,
1751892784,,,23.478260040283203,
1751892785,,,23.478260040283203,
1751892785,,,23.478260040283203,
1751892786,,,22.60869598388672,
1751892786,,,23.478260040283203,
1751892787,,,23.478260040283203,
1751892787,,,23.478260040283203,
1751892788,,,22.60869598388672,
1751892788,,,23.478260040283203,
1751892789,,,23.478260040283203,
1751892789,,,23.478260040283203,
1751892790,,,22.60869598388672,
1751892790,,,22.60869598388672,
1751892791,,,23.478260040283203,
1751892791,,,22.60869598388672,
1751892792,,,22.60869598388672,
1751892792,,,22.60869598388672,
1751892793,,,22.60869598388672,
1751892793,,,22.60869598388672,
1751892794,,,22.60869598388672,
1751892794,,,22.60869598388672,
1751892795,,,22.60869598388672,
1751892795,,,22.60869598388672,
1751892796,,,22.60869598388672,
1751892796,,,22.60869598388672,
1751892797,,,22.60869598388672,
1751892797,,,22.60869598388672,
1751892798,,,22.60869598388672,
1751892798,,,22.60869598388672,
1751892799,,,22.60869598388672,
1751892799,,,22.60869598388672,
1751892800,,,22.60869598388672,
1751892800,,,22.60869598388672,
1751892801,,,22.60869598388672,
1751892801,,,22.60869598388672,
1751892802,,,22.60869598388672,
