timestamp,temperature,ph,turbidity,tds
1751892979,,,,
1751892979,,,,21.7391300201416
1751892980,,,,21.7391300201416
1751892980,,,,21.7391300201416
1751892981,,,,21.7391300201416
1751892981,,,,21.7391300201416
1751892982,,,,21.7391300201416
1751892982,,,,21.7391300201416
1751892983,,,,21.7391300201416
1751892983,,,,21.7391300201416
1751892984,,,,21.7391300201416
1751892984,,,,21.7391300201416
1751892985,,,,21.7391300201416
1751892985,,,,21.7391300201416
1751892986,,,,21.7391300201416
1751892986,,,,21.7391300201416
1751892987,,,,21.7391300201416
1751892987,,,,21.7391300201416
1751892988,,,,21.7391300201416
1751892988,,,,21.7391300201416
1751892989,,,,21.7391300201416
1751892989,,,,21.7391300201416
1751892990,,,,21.7391300201416
1751892990,,,,21.7391300201416
1751892991,,,,21.7391300201416
1751892991,,,,21.7391300201416
1751892992,,,,21.7391300201416
1751892992,,,,21.7391300201416
1751892993,,,,21.7391300201416
1751892993,,,,21.7391300201416
1751892994,,,,21.7391300201416
1751892994,,,,21.7391300201416
1751892995,,,,21.7391300201416
1751892995,,,,21.7391300201416
1751892996,,,,21.7391300201416
1751892996,,,,21.7391300201416
1751892997,,,,21.7391300201416
1751892997,,,,21.7391300201416
1751892998,,,,21.7391300201416
1751892998,,,,21.7391300201416
1751892999,,,,21.7391300201416
1751892999,,,,21.7391300201416
1751893000,,,,21.7391300201416
1751893000,,,,21.7391300201416
1751893001,,,,21.7391300201416
1751893001,,,,21.7391300201416
1751893002,,,,21.7391300201416
1751893002,,,,21.7391300201416
1751893003,,,,21.7391300201416
1751893003,,,,21.7391300201416
1751893004,,,,21.7391300201416
1751893004,,,,21.7391300201416
1751893005,,,,21.7391300201416
1751893005,,,,20.869565963745117
1751893006,,,,21.7391300201416
1751893006,,,,21.7391300201416
1751893007,,,,21.7391300201416
1751893007,,,,20.869565963745117
1751893008,,,,20.869565963745117
1751893008,,,,20.869565963745117
1751893009,,,,20.869565963745117
1751893009,,,,20.869565963745117
1751893010,,,,21.7391300201416
1751893010,,,,21.7391300201416
1751893011,,,,21.7391300201416
1751893011,,,,21.7391300201416
1751893012,,,,21.7391300201416
1751893012,,,,21.7391300201416
1751893013,,,,21.7391300201416
1751893013,,,,21.7391300201416
1751893014,,,,21.7391300201416
1751893014,,,,21.7391300201416
1751893015,,,,21.7391300201416
1751893015,,,,21.7391300201416
1751893016,,,,21.7391300201416
1751893016,,,,21.7391300201416
1751893017,,,,21.7391300201416
1751893017,,,,21.7391300201416
1751893018,,,,21.7391300201416
1751893018,,,,21.7391300201416
1751893019,,,,21.7391300201416
1751893019,,,,21.7391300201416
1751893020,,,,21.7391300201416
1751893020,,,,21.7391300201416
1751893021,,,,21.7391300201416
1751893021,,,,21.7391300201416
1751893022,,,,21.7391300201416
1751893022,,,,21.7391300201416
1751893023,,,,21.7391300201416
1751893023,,,,21.7391300201416
1751893024,,,,21.7391300201416
1751893024,,,,21.7391300201416
1751893025,,,,21.7391300201416
1751893025,,,,21.7391300201416
