timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,voltage
1752760118,,,,,,,,,,
1752760120,,,,,,,,,,
1752760122,,,,,,,,,,
1752760124,51.129127502441406,17.04445457458496,17.0,0.17000000178813934,0.949999988079071,,,,,
1752760126,51.129127502441406,17.04445457458496,17.0,0.1899999976158142,0.949999988079071,,,,,
1752760128,51.129127502441406,17.04445457458496,18.0,0.3100000023841858,0.9399999976158142,,,,,
1752760130,51.129127502441406,17.04445457458496,17.0,0.5199999809265137,0.949999988079071,,,,,
1752760132,51.12912368774414,17.044456481933594,18.0,0.800000011920929,0.9399999976158142,,,,,
1752760134,51.12912368774414,17.044456481933594,18.0,0.47999998927116394,0.9399999976158142,,,,,
1752760136,51.12912368774414,17.044456481933594,18.0,0.46000000834465027,0.9399999976158142,,,,,
1752760138,51.129119873046875,17.044458389282227,18.0,0.4099999964237213,0.9399999976158142,,,,,
1752760140,51.129119873046875,17.044458389282227,18.0,0.4099999964237213,0.9399999976158142,,,,,
1752760142,51.129119873046875,17.044458389282227,18.0,0.4000000059604645,0.9399999976158142,,,,,
1752760144,51.129119873046875,17.044458389282227,18.0,0.33000001311302185,0.9399999976158142,,,,,
1752760146,51.129119873046875,17.044456481933594,18.0,0.23999999463558197,0.9399999976158142,,,,,
1752760148,51.129119873046875,17.044456481933594,18.0,0.3100000023841858,0.9399999976158142,,,,,
1752760150,51.129119873046875,17.044456481933594,18.0,0.23000000417232513,0.9399999976158142,,,,,
1752760152,51.129119873046875,17.044456481933594,18.0,0.3199999928474426,0.9399999976158142,,,,,
1752760154,51.129119873046875,17.044456481933594,18.0,0.30000001192092896,0.9399999976158142,,,,,
1752760156,51.129119873046875,17.044456481933594,18.0,0.05999999865889549,0.9399999976158142,,,,,
1752760158,51.129119873046875,17.044456481933594,18.0,0.3199999928474426,0.9399999976158142,,,,,
1752760160,51.129119873046875,17.04445457458496,18.0,0.20000000298023224,0.9399999976158142,,,,,
1752760162,51.129119873046875,17.04445457458496,18.0,0.2800000011920929,0.9300000071525574,,,,,
1752760164,51.12912368774414,17.04445457458496,18.0,0.5199999809265137,0.9300000071525574,,,,,
1752760166,51.12912368774414,17.04445457458496,18.0,0.25999999046325684,0.9300000071525574,,,,,
1752760168,51.12912368774414,17.04445457458496,18.0,0.38999998569488525,0.9300000071525574,,,,,
1752760170,51.12912368774414,17.044452667236328,18.0,0.1899999976158142,0.9300000071525574,,,,,
