timestamp,latitude,longitude,satelites,velocity,acceleration,temperature,ph,turbidity,tds,voltage
1752751986,,,,,,,,,,
1752751988,,,,,,,,,,
1752751990,,,,,,,,,,
1752751992,,,,,,,,,,
1752751994,,,,,,,,,,
1752751996,,,,,,,,,,
1752751998,,,,,,,,,,
1752752000,,,,,,,,,,
1752752002,,,,,,,,,,
1752752004,,,,,,,,,,
1752752006,,,,,,,,,,
1752752008,,,,,,,,,,
1752752010,,,,,,,,,,
1752752012,,,,,,,,,,
1752752014,,,,,,,,,,
1752752016,,,,,,,,,,
