timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage,current
1763810340,,,,,,,,,,,,
1763810342,,,,,,3.937000036239624,18.25882339477539,,,105.0710678100586,,
1763810344,,,,,,3.937000036239624,18.247058868408203,,149.56521606445312,102.38885498046875,17.059999465942383,3.5999999046325684
1763810346,51.19186782836914,17.191913604736328,31.0,0.01,0.51,3.937000036239624,18.247058868408203,,149.56521606445312,102.6213150024414,16.899999618530273,3.5999999046325684
1763810348,51.19186782836914,17.191913604736328,37.0,0.01,0.45,3.937000036239624,18.247058868408203,,149.56521606445312,105.12471008300781,16.969999313354492,3.680000066757202
1763810350,51.19186782836914,17.191913604736328,36.0,0.01,0.47,3.937000036239624,18.247058868408203,,149.56521606445312,104.30216979980469,17.549999237060547,3.680000066757202
1763810352,51.191864013671875,17.191913604736328,37.0,0.01,0.45,4.0,18.247058868408203,,149.56521606445312,103.40809631347656,17.690000534057617,3.680000066757202
1763810354,51.191864013671875,17.191911697387695,37.0,0.01,0.45,3.937000036239624,18.247058868408203,,149.56521606445312,104.32005310058594,17.040000915527344,3.680000066757202
1763810356,51.191864013671875,17.191913604736328,37.0,0.01,0.45,3.937000036239624,18.247058868408203,,403.478271484375,104.33792877197266,17.5,3.759999990463257
1763810358,51.191864013671875,17.19191551208496,37.0,0.02,0.45,4.0,18.247058868408203,,149.56521606445312,101.60208129882812,17.559999465942383,3.680000066757202
1763810360,51.191864013671875,17.19191551208496,37.0,0.02,0.45,4.0,18.247058868408203,,149.56521606445312,106.0903091430664,17.200000762939453,3.680000066757202
1763810362,51.19186782836914,17.19191551208496,37.0,0.01,0.45,4.0,18.247058868408203,,149.56521606445312,101.816650390625,17.309999465942383,3.680000066757202
1763810364,51.19186782836914,17.191917419433594,34.0,0.01,0.48,4.0,18.247058868408203,,149.56521606445312,102.54978942871094,17.389999389648438,3.680000066757202
1763810366,51.19186782836914,17.191917419433594,37.0,0.01,0.45,4.0,18.247058868408203,,149.56521606445312,101.5126724243164,17.450000762939453,3.680000066757202
1763810368,51.19186782836914,17.191917419433594,37.0,0.01,0.45,4.0,18.247058868408203,,149.56521606445312,104.24851989746094,17.719999313354492,3.680000066757202
1763810370,51.19186782836914,17.191919326782227,37.0,0.01,0.45,4.0,,,353.0434875488281,102.58555603027344,17.31999969482422,3.759999990463257
1763810372,51.191871643066406,17.191919326782227,37.0,0.01,0.45,4.061999797821045,18.247058868408203,,205.21739196777344,101.72724914550781,17.280000686645508,3.680000066757202
1763810374,51.191871643066406,17.191917419433594,37.0,0.01,0.45,4.061999797821045,18.247058868408203,,149.56521606445312,99.99275207519531,17.93000030517578,3.759999990463257
1763810376,51.19187545776367,17.191917419433594,37.0,0.02,0.45,4.061999797821045,18.247058868408203,,149.56521606445312,106.12606811523438,17.690000534057617,3.680000066757202
1763810378,51.19187545776367,17.191917419433594,37.0,0.02,0.45,4.0,18.25882339477539,,149.56521606445312,106.23336029052734,15.829999923706055,3.759999990463257
1763810380,51.19187927246094,17.191919326782227,36.0,0.02,0.48,4.061999797821045,18.247058868408203,,149.56521606445312,104.21276092529297,15.640000343322754,3.680000066757202
1763810382,51.19187927246094,17.191919326782227,36.0,0.02,0.48,4.0,18.247058868408203,,149.56521606445312,104.08759307861328,15.569999694824219,3.759999990463257
1763810384,51.19187927246094,17.191919326782227,36.0,0.01,0.48,4.061999797821045,18.247058868408203,,149.56521606445312,100.61859893798828,15.489999771118164,3.680000066757202
1763810386,51.19187927246094,17.191919326782227,36.0,0.01,0.48,4.061999797821045,18.247058868408203,,148.69564819335938,104.1412353515625,15.640000343322754,3.680000066757202
1763810388,51.19187927246094,17.19192123413086,37.0,0.01,0.45,4.061999797821045,18.247058868408203,,377.39129638671875,107.39564514160156,15.5,3.759999990463257
1763810390,51.1918830871582,17.19192123413086,37.0,0.01,0.45,4.0,18.247058868408203,,189.56521606445312,105.12471008300781,15.460000038146973,3.680000066757202
1763810392,51.19187927246094,17.191925048828125,37.0,0.01,0.45,4.0,18.247058868408203,,149.56521606445312,104.40945434570312,15.359999656677246,3.680000066757202
1763810394,51.19187927246094,17.191925048828125,37.0,0.01,0.45,4.0,18.247058868408203,,197.3913116455078,105.14259338378906,15.399999618530273,3.759999990463257
1763810396,51.1918830871582,17.191926956176758,37.0,0.01,0.45,4.0,18.247058868408203,,206.0869598388672,101.8524169921875,15.630000114440918,3.759999990463257
1763810398,51.1918830871582,17.19192886352539,37.0,0.02,0.45,4.061999797821045,,,149.56521606445312,103.3723373413086,15.8100004196167,3.680000066757202
1763810400,51.1918830871582,17.191926956176758,37.0,0.02,0.45,4.061999797821045,18.247058868408203,,149.56521606445312,103.28292846679688,15.800000190734863,3.680000066757202
1763810402,51.1918830871582,17.191925048828125,37.0,0.02,0.45,4.061999797821045,18.247058868408203,,149.56521606445312,105.10682678222656,15.8100004196167,3.759999990463257
1763810404,51.19188690185547,17.191923141479492,36.0,0.03,0.48,4.061999797821045,,,513.9130249023438,102.40673828125,15.890000343322754,3.8399999141693115
1763810406,51.19188690185547,17.191923141479492,37.0,0.05,0.45,4.0,18.247058868408203,,513.9130249023438,104.65979766845703,16.09000015258789,3.9200000762939453
1763810408,51.191890716552734,17.191925048828125,36.0,0.08,0.48,4.0,,,506.0869445800781,106.32276916503906,16.06999969482422,3.9200000762939453
1763810410,51.19189453125,17.191925048828125,37.0,0.08,0.45,4.061999797821045,18.247058868408203,,520.8695678710938,104.30216979980469,16.040000915527344,3.8399999141693115
1763810412,51.19189453125,17.191926956176758,36.0,0.08,0.48,4.061999797821045,18.25882339477539,,485.2173767089844,106.28700256347656,16.049999237060547,3.8399999141693115
1763810414,51.191898345947266,17.19192886352539,37.0,0.07,0.45,4.0,18.247058868408203,,519.1304321289062,103.19351959228516,16.139999389648438,3.8399999141693115
1763810416,51.19190216064453,17.191930770874023,37.0,0.09,0.45,4.061999797821045,18.247058868408203,,511.3043518066406,102.51403045654297,16.059999465942383,3.8399999141693115
1763810418,51.1919059753418,17.191930770874023,37.0,0.09,0.45,4.061999797821045,18.247058868408203,,493.0434875488281,106.23336029052734,16.030000686645508,3.8399999141693115
1763810420,51.19190979003906,17.191932678222656,37.0,0.07,0.45,4.061999797821045,18.247058868408203,,251.30435180664062,105.28564453125,16.530000686645508,3.759999990463257
1763810422,51.19191360473633,17.19193458557129,36.0,0.07,0.48,4.061999797821045,18.247058868408203,,298.2608642578125,104.40945434570312,16.540000915527344,3.759999990463257
1763810424,51.19191360473633,17.191936492919922,37.0,0.08,0.45,4.061999797821045,18.247058868408203,,528.6956787109375,100.76165008544922,16.290000915527344,3.9200000762939453
1763810426,51.19192123413086,17.191940307617188,36.0,0.1,0.48,4.061999797821045,18.247058868408203,,586.95654296875,101.49478912353516,16.59000015258789,3.9200000762939453
1763810428,51.191925048828125,17.19194221496582,37.0,0.12,0.45,4.061999797821045,18.247058868408203,,586.0869750976562,105.21411895751953,16.729999542236328,4.0
1763810430,51.19192886352539,17.191944122314453,35.0,0.14,0.47,4.061999797821045,18.247058868408203,,546.95654296875,101.42326354980469,16.229999542236328,3.9200000762939453
1763810432,51.19192886352539,17.191944122314453,37.0,0.2,0.45,4.061999797821045,18.247058868408203,,503.478271484375,104.32005310058594,16.290000915527344,3.8399999141693115
1763810434,51.191932678222656,17.19194793701172,36.0,0.29,0.48,4.0,18.247058868408203,,513.04345703125,100.65436553955078,17.549999237060547,3.8399999141693115
1763810436,51.19193649291992,17.19194984436035,37.0,0.36,0.45,4.0,18.25882339477539,,302.60870361328125,103.0325927734375,18.299999237060547,3.759999990463257
1763810438,51.19194030761719,17.191951751708984,37.0,0.44,0.45,4.0,,,518.2608642578125,103.49750518798828,18.040000915527344,4.079999923706055
1763810440,51.19194030761719,17.19195556640625,36.0,0.49,0.48,3.937000036239624,18.247058868408203,,282.60870361328125,104.24851989746094,18.329999923706055,3.759999990463257
1763810442,51.19194412231445,17.191959381103516,36.0,0.48,0.48,3.937000036239624,18.247058868408203,,508.6956481933594,105.3214111328125,18.170000076293945,3.8399999141693115
1763810444,51.19194412231445,17.19196319580078,30.0,0.45,0.56,3.937000036239624,18.25882339477539,,508.6956481933594,104.19487762451172,18.18000030517578,3.8399999141693115
1763810446,51.19194412231445,17.191967010498047,35.0,0.43,0.49,3.937000036239624,18.25882339477539,,494.7826232910156,104.5167465209961,18.110000610351562,3.9200000762939453
1763810448,51.19194412231445,17.191970825195312,35.0,0.43,0.49,3.875,,,512.1738891601562,105.0710678100586,18.209999084472656,3.9200000762939453
1763810450,51.19194412231445,17.191974639892578,36.0,0.45,0.46,3.875,18.247058868408203,,507.8260803222656,106.23336029052734,17.84000015258789,3.9200000762939453
1763810452,51.19194793701172,17.191980361938477,36.0,0.47,0.46,3.812000036239624,18.247058868408203,,485.2173767089844,102.74649047851562,17.780000686645508,3.9200000762939453
1763810454,51.19194793701172,17.191986083984375,36.0,0.49,0.46,3.812000036239624,,,456.521728515625,102.51403045654297,18.0,3.9200000762939453
1763810456,51.19194793701172,17.191991806030273,36.0,0.48,0.46,3.812000036239624,18.247058868408203,,467.8260803222656,103.5511474609375,17.739999771118164,3.9200000762939453
1763810458,51.19194793701172,17.191993713378906,35.0,0.45,0.49,3.812000036239624,,,319.13043212890625,106.23336029052734,17.850000381469727,3.8399999141693115
1763810460,51.19194793701172,17.191993713378906,35.0,0.37,0.49,3.75,18.247058868408203,,195.6521759033203,105.46446228027344,17.719999313354492,3.8399999141693115
1763810462,51.19194793701172,17.19199562072754,35.0,0.28,0.49,3.75,18.247058868408203,,252.17391967773438,106.10818481445312,17.6299991607666,3.8399999141693115
1763810464,51.19194793701172,17.19199562072754,35.0,0.22,0.49,3.75,18.25882339477539,,146.95652770996094,104.08759307861328,17.579999923706055,3.759999990463257
1763810466,51.19194793701172,17.191997528076172,36.0,0.2,0.46,3.687000036239624,18.25882339477539,,146.95652770996094,101.78089141845703,17.68000030517578,3.759999990463257
1763810468,51.19194793701172,17.191997528076172,35.0,0.21,0.49,3.687000036239624,18.247058868408203,,146.95652770996094,101.53054809570312,17.510000228881836,3.759999990463257
1763810470,51.19194412231445,17.191999435424805,35.0,0.27,0.49,3.687000036239624,18.247058868408203,,683.478271484375,104.53462219238281,17.520000457763672,4.079999923706055
1763810472,51.19194030761719,17.192001342773438,35.0,0.47,0.49,3.687000036239624,18.25882339477539,,603.478271484375,101.72724914550781,17.469999313354492,4.0
1763810474,51.19193649291992,17.19200325012207,36.0,0.56,0.46,3.625,18.25882339477539,,759.1304321289062,101.65572357177734,17.3700008392334,4.400000095367432
1763810476,51.19192886352539,17.192005157470703,36.0,0.64,0.46,3.625,18.25882339477539,,626.95654296875,101.53054809570312,17.3799991607666,4.0
1763810478,51.19192123413086,17.192007064819336,35.0,0.67,0.49,3.625,,,581.7391357421875,104.44522094726562,17.510000228881836,4.0
1763810480,51.191917419433594,17.19200897216797,36.0,0.66,0.46,3.625,18.247058868408203,,491.3043518066406,102.54978942871094,17.729999542236328,3.9200000762939453
1763810482,51.191917419433594,17.19200897216797,35.0,0.57,0.49,3.625,18.25882339477539,,146.95652770996094,104.26640319824219,17.649999618530273,3.759999990463257
1763810484,51.19191360473633,17.1920108795166,35.0,0.39,0.49,3.625,18.25882339477539,,146.95652770996094,102.63919830322266,17.68000030517578,3.759999990463257
1763810486,51.19191360473633,17.1920108795166,35.0,0.34,0.49,3.625,18.25882339477539,,146.95652770996094,106.23336029052734,17.559999465942383,3.759999990463257
1763810488,51.19191360473633,17.1920108795166,35.0,0.28,0.49,3.687000036239624,18.247058868408203,,146.95652770996094,105.03530883789062,17.639999389648438,3.759999990463257
1763810490,51.19191360473633,17.1920108795166,35.0,0.23,0.49,3.625,18.25882339477539,,147.82608032226562,104.32005310058594,17.579999923706055,3.759999990463257
1763810492,51.19191360473633,17.1920108795166,35.0,0.18,0.49,3.625,18.25882339477539,,147.82608032226562,105.19623565673828,17.43000030517578,3.759999990463257
1763810494,51.19191360473633,17.19200897216797,36.0,0.19,0.46,3.625,18.25882339477539,,146.95652770996094,106.0545425415039,17.520000457763672,3.759999990463257
1763810496,51.1919059753418,17.1920108795166,35.0,0.46,0.49,3.687000036239624,18.25882339477539,,853.9130249023438,104.42733764648438,17.239999771118164,4.800000190734863
1763810498,51.19190216064453,17.192012786865234,36.0,0.7,0.47,3.687000036239624,18.25882339477539,,146.95652770996094,105.37505340576172,17.299999237060547,4.0
1763810500,51.19189453125,17.192012786865234,36.0,0.63,0.47,3.687000036239624,18.25882339477539,,509.5652160644531,105.21411895751953,17.579999923706055,4.079999923706055
