timestamp,temperature,ph,turbidity,tds,voltage
1751896780,,,,,
1751896782,,,,,3.2899999618530273
1751896784,,,,,3.2899999618530273
1751896786,,,,,3.2899999618530273
1751896788,,,,,3.2899999618530273
1751896790,,,,,3.2899999618530273
1751896792,,,,,3.2899999618530273
1751896794,,,,,3.2899999618530273
1751896796,,,,,3.2899999618530273
1751896798,,,,,3.2899999618530273
1751896800,,,,,3.2899999618530273
1751896802,,,,,3.2899999618530273
1751896804,,,,,3.2899999618530273
1751896806,,,,,3.2899999618530273
1751896808,,,,,3.2899999618530273
1751896810,,,,,3.2899999618530273
1751896812,,,,,3.2899999618530273
1751896814,,,,,3.2899999618530273
1751896816,,,,,3.2899999618530273
1751896818,,,,,3.2899999618530273
1751896820,,,,,3.2899999618530273
1751896822,,,,,3.2899999618530273
1751896824,,,,,3.2899999618530273
1751896826,,,,,3.2899999618530273
1751896828,,,,,3.2899999618530273
1751896830,,,,,3.2899999618530273
1751896832,,,,,3.2899999618530273
1751896834,,,,,3.2899999618530273
1751896836,,,,,3.2899999618530273
1751896838,,,,,3.2899999618530273
1751896840,,,,,3.2899999618530273
1751896842,,,,,3.2899999618530273
1751896844,,,,,3.2899999618530273
1751896846,,,,,3.2899999618530273
1751896848,,,,,3.2899999618530273
1751896850,,,,,3.2899999618530273
1751896852,,,,,3.2899999618530273
1751896854,,,,,3.2899999618530273
1751896856,,,,,3.2899999618530273
1751896858,,,,,3.2899999618530273
1751896860,,,,,3.2899999618530273
